Latitude (decimal degrees):	6.524
Longitude (decimal degrees):	3.379
Elevation (m):	16
Radiation database:	PVGIS-SARAH3


Slope: 15 deg. 
Azimuth: 0 deg. 
Nominal power of the PV system (c-Si) (kWp):	1.0
System losses (%):	14.0
time,P,G(i),H_sun,T2m,WS10m,Int
20190119:0906,310.8,408.53,40.31,28.75,2.97,0.0
20190119:1006,532.89,704.12,51.86,29.62,3.24,0.0
20190119:1106,502.4,665.86,60.44,30.31,3.52,0.0
20190119:1206,624.11,834.9,63.02,30.72,3.72,0.0
20190119:1306,642.37,857.4,58.11,31.07,4.07,0.0
20190119:1406,602.29,796.2,48.28,31.11,4.28,0.0
20190119:1506,468.57,612.6,36.17,30.92,4.41,0.0
20190119:1606,273.97,364.84,23.02,30.42,4.62,0.0
20190119:1706,66.97,109.0,9.36,29.54,4.21,0.0
20190119:1806,0.0,0.0,0.0,28.73,3.86,0.0
20190119:1906,0.0,0.0,0.0,28.3,3.86,0.0
20190119:2006,0.0,0.0,0.0,27.95,3.86,0.0
20190119:2106,0.0,0.0,0.0,27.75,3.93,0.0
20190119:2206,0.0,0.0,0.0,27.64,4.07,0.0
20190119:2306,0.0,0.0,0.0,27.5,4.28,0.0
20190120:0006,0.0,0.0,0.0,27.38,4.34,0.0
20190120:0106,0.0,0.0,0.0,27.24,4.34,0.0
20190120:0206,0.0,0.0,0.0,27.19,4.14,0.0
20190120:0306,0.0,0.0,0.0,27.08,3.93,0.0
20190120:0406,0.0,0.0,0.0,26.88,3.52,0.0
20190120:0506,0.0,0.0,0.0,26.56,3.31,0.0
20190120:0606,0.0,0.0,0.0,26.34,2.69,0.0
20190120:0706,117.3,169.58,13.87,26.77,2.34,0.0
20190120:0806,334.46,439.76,27.43,27.8,2.0,0.0
20190120:0906,231.64,309.76,40.35,28.71,2.07,0.0
20190120:1006,408.22,540.96,51.95,29.69,2.41,0.0
20190120:1106,203.65,276.3,60.6,30.5,2.97,0.0
20190120:1206,77.99,117.36,63.24,30.97,3.66,0.0
20190120:1306,46.45,75.94,58.33,29.29,4.21,0.0
20190120:1406,79.42,118.35,48.47,29.59,4.62,0.0
20190120:1506,69.91,106.51,36.33,30.03,4.28,0.0
20190120:1606,151.38,209.0,23.15,30.0,4.34,0.0
20190120:1706,9.77,24.66,9.47,29.48,4.14,0.0
20190120:1806,0.0,0.0,0.0,28.72,3.79,0.0
20190120:1906,0.0,0.0,0.0,28.02,3.03,0.0
20190120:2006,0.0,0.0,0.0,27.69,2.69,0.0
20190120:2106,0.0,0.0,0.0,27.46,2.83,0.0
20190120:2206,0.0,0.0,0.0,27.3,3.1,0.0
20190120:2306,0.0,0.0,0.0,27.17,3.38,0.0
20190121:0006,0.0,0.0,0.0,27.1,3.45,0.0
20190121:0106,0.0,0.0,0.0,27.07,3.38,0.0
20190121:0206,0.0,0.0,0.0,26.99,3.1,0.0
20190121:0306,0.0,0.0,0.0,26.66,2.76,0.0
20190121:0406,0.0,0.0,0.0,26.59,2.83,0.0
20190121:0506,0.0,0.0,0.0,26.24,2.69,0.0
20190121:0606,0.0,0.0,0.0,25.85,2.28,0.0
20190121:0706,96.56,141.45,13.85,26.2,2.41,0.0
20190121:0806,272.33,357.26,27.43,27.23,2.83,0.0
20190121:0906,360.48,471.12,40.39,28.13,2.76,0.0
20190121:1006,584.75,776.68,52.04,29.17,2.83,0.0
20190121:1106,612.67,822.74,60.77,30.14,2.9,0.0
20190121:1206,701.08,949.83,63.47,30.67,3.24,0.0
20190121:1306,672.22,903.18,58.55,30.76,3.52,0.0
20190121:1406,428.59,563.21,48.65,30.37,3.86,0.0
20190121:1506,163.93,223.18,36.48,27.9,2.69,0.0
20190121:1606,108.36,154.35,23.28,28.51,3.17,0.0
20190121:1706,5.67,17.75,9.58,28.46,3.31,0.0
20190121:1806,0.0,0.0,0.0,28.1,2.83,0.0
20190121:1906,0.0,0.0,0.0,27.57,3.03,0.0
20190121:2006,0.0,0.0,0.0,27.25,3.03,0.0
20190121:2106,0.0,0.0,0.0,27.01,3.1,0.0
20190121:2206,0.0,0.0,0.0,26.81,3.24,0.0
20190121:2306,0.0,0.0,0.0,26.67,3.45,0.0
20190122:0006,0.0,0.0,0.0,26.61,3.66,0.0
20190122:0106,0.0,0.0,0.0,26.58,3.59,0.0
20190122:0206,0.0,0.0,0.0,26.7,3.17,0.0
20190122:0306,0.0,0.0,0.0,26.73,2.69,0.0
20190122:0406,0.0,0.0,0.0,26.01,2.34,0.0
20190122:0506,0.0,0.0,0.0,25.85,2.48,0.0
20190122:0606,0.0,0.0,0.0,25.7,2.62,0.0
20190122:0706,127.53,183.47,13.83,26.66,2.55,0.0
20190122:0806,329.94,431.23,27.44,27.75,2.97,0.0
20190122:0906,515.62,678.06,40.44,28.91,2.69,0.0
20190122:1006,592.36,791.78,52.14,29.58,2.55,0.0
20190122:1106,640.95,869.63,60.94,30.43,2.48,0.0
20190122:1206,683.1,932.24,63.7,31.09,2.76,0.0
20190122:1306,613.69,823.32,58.77,31.26,3.45,0.0
20190122:1406,557.24,731.79,48.84,30.25,4.28,0.0
20190122:1506,458.15,594.96,36.64,29.2,4.07,0.0
20190122:1606,0.0,0.0,0.0,29.16,4.0,0.0
20190122:1706,55.16,90.92,9.69,28.95,4.41,0.0
20190122:1806,0.0,0.0,0.0,28.37,4.0,0.0
20190122:1906,0.0,0.0,0.0,28.11,3.86,0.0
20190122:2006,0.0,0.0,0.0,27.86,4.14,0.0
20190122:2106,0.0,0.0,0.0,27.77,4.55,0.0
20190122:2206,0.0,0.0,0.0,27.72,4.9,0.0
20190122:2306,0.0,0.0,0.0,27.6,4.9,0.0
20190123:0006,0.0,0.0,0.0,27.49,4.62,0.0
20190123:0106,0.0,0.0,0.0,27.41,4.14,0.0
20190123:0206,0.0,0.0,0.0,27.35,3.45,0.0
20190123:0306,0.0,0.0,0.0,27.29,3.03,0.0
20190123:0406,0.0,0.0,0.0,26.75,2.69,0.0
20190123:0506,0.0,0.0,0.0,26.82,2.41,0.0
20190123:0606,0.0,0.0,0.0,26.76,2.07,0.0
20190123:0706,108.74,158.56,13.82,27.19,2.41,0.0
20190123:0806,348.83,455.08,27.45,27.91,3.31,0.0
20190123:0906,428.09,557.96,40.49,28.83,3.45,0.0
20190123:1006,432.5,569.01,52.25,29.63,3.38,0.0
20190123:1106,515.32,684.27,61.11,30.53,3.52,0.0
20190123:1206,603.27,800.84,63.93,30.62,4.34,0.0
20190123:1306,503.15,660.03,59.0,30.07,4.69,0.0
20190123:1406,587.8,769.81,49.03,29.64,4.41,0.0
20190123:1506,45.61,74.95,36.79,29.74,4.69,0.0
20190123:1606,53.17,84.82,23.54,29.7,4.76,0.0
20190123:1706,29.38,53.55,9.79,29.12,4.41,0.0
20190123:1806,0.0,0.0,0.0,28.36,3.86,0.0
20190123:1906,0.0,0.0,0.0,28.09,3.31,0.0
20190123:2006,0.0,0.0,0.0,27.84,2.97,0.0
20190123:2106,0.0,0.0,0.0,27.63,2.97,0.0
20190123:2206,0.0,0.0,0.0,27.47,3.24,0.0
20190123:2306,0.0,0.0,0.0,27.39,3.72,0.0
20190124:0006,0.0,0.0,0.0,27.29,4.07,0.0
20190124:0106,0.0,0.0,0.0,27.23,4.14,0.0
20190124:0206,0.0,0.0,0.0,27.21,4.0,0.0
20190124:0306,0.0,0.0,0.0,27.1,3.59,0.0
20190124:0406,0.0,0.0,0.0,26.58,2.83,0.0
20190124:0506,0.0,0.0,0.0,26.39,2.41,0.0
20190124:0606,0.0,0.0,0.0,25.88,2.07,0.0
20190124:0706,137.69,197.02,13.81,25.09,0.97,0.0
20190124:0806,74.34,110.46,27.47,25.2,0.62,0.0
20190124:0906,122.41,170.62,40.54,25.64,1.03,0.0
20190124:1006,62.39,95.67,52.35,26.52,2.14,0.0
20190124:1106,80.24,118.35,61.3,27.1,2.9,0.0
20190124:1206,63.04,96.65,64.17,27.21,3.17,0.0
20190124:1306,56.04,87.78,59.23,27.46,3.59,0.0
20190124:1406,46.1,74.95,49.22,27.48,3.66,0.0
20190124:1506,37.09,63.12,36.95,27.53,3.93,0.0
20190124:1606,49.09,78.9,23.67,27.73,3.79,0.0
20190124:1706,5.7,17.75,9.9,27.63,3.59,0.0
20190124:1806,0.0,0.0,0.0,27.37,3.17,0.0
20190124:1906,0.0,0.0,0.0,26.08,3.1,0.0
20190124:2006,0.0,0.0,0.0,26.19,3.31,0.0
20190124:2106,0.0,0.0,0.0,26.39,2.76,0.0
20190124:2206,0.0,0.0,0.0,26.43,2.41,0.0
20190124:2306,0.0,0.0,0.0,26.3,2.28,0.0
20190125:0006,0.0,0.0,0.0,26.19,1.79,0.0
20190125:0106,0.0,0.0,0.0,26.11,1.45,0.0
20190125:0206,0.0,0.0,0.0,26.08,1.59,0.0
20190125:0306,0.0,0.0,0.0,26.14,1.72,0.0
20190125:0406,0.0,0.0,0.0,26.13,1.79,0.0
20190125:0506,0.0,0.0,0.0,26.1,1.66,0.0
20190125:0606,0.0,0.0,0.0,26.06,1.45,0.0
20190125:0706,134.99,193.72,13.8,25.9,1.72,0.0
20190125:0806,352.71,461.79,27.49,26.66,1.86,0.0
20190125:0906,530.24,698.89,40.6,27.93,2.14,0.0
20190125:1006,650.6,873.54,52.47,29.04,2.48,0.0
20190125:1106,584.67,786.06,61.49,29.71,2.41,0.0
20190125:1206,723.97,985.83,64.42,30.13,2.9,0.0
20190125:1306,684.87,922.48,59.47,30.3,3.24,0.0
20190125:1406,617.1,818.16,49.41,30.55,3.79,0.0
20190125:1506,481.89,628.1,37.1,29.23,3.66,0.0
20190125:1606,287.2,380.09,23.79,29.01,3.79,0.0
20190125:1706,77.29,122.55,10.0,28.6,3.66,0.0
20190125:1806,0.0,0.0,0.0,28.14,3.17,0.0
20190125:1906,0.0,0.0,0.0,27.64,2.9,0.0
20190125:2006,0.0,0.0,0.0,27.41,2.83,0.0
20190125:2106,0.0,0.0,0.0,27.31,3.17,0.0
20190125:2206,0.0,0.0,0.0,27.25,3.59,0.0
20190125:2306,0.0,0.0,0.0,27.15,3.72,0.0
20190126:0006,0.0,0.0,0.0,27.13,3.86,0.0
20190126:0106,0.0,0.0,0.0,27.1,3.93,0.0
20190126:0206,0.0,0.0,0.0,27.02,3.72,0.0
20190126:0306,0.0,0.0,0.0,26.97,3.24,0.0
20190126:0406,0.0,0.0,0.0,26.87,2.76,0.0
20190126:0506,0.0,0.0,0.0,26.65,2.55,0.0
20190126:0606,0.0,0.0,0.0,26.49,2.55,0.0
20190126:0706,69.31,105.78,13.8,26.71,2.28,0.0
20190126:0806,194.59,260.75,27.52,27.8,3.03,0.0
20190126:0906,460.3,602.47,40.66,28.92,2.97,0.0
20190126:1006,603.56,806.74,52.58,29.87,2.76,0.0
20190126:1106,611.29,822.84,61.68,30.39,2.83,0.0
20190126:1206,595.24,800.04,64.68,30.95,3.17,0.0
20190126:1306,571.55,762.95,59.7,31.4,3.72,0.0
20190126:1406,631.98,838.43,49.6,31.16,4.21,0.0
20190126:1506,438.71,571.61,37.26,30.56,4.69,0.0
20190126:1606,282.76,374.76,23.92,29.99,4.76,0.0
20190126:1706,74.84,119.38,10.1,29.38,4.83,0.0
20190126:1806,0.0,0.0,0.0,28.61,4.76,0.0
20190126:1906,0.0,0.0,0.0,28.04,4.55,0.0
20190126:2006,0.0,0.0,0.0,27.77,4.69,0.0
20190126:2106,0.0,0.0,0.0,27.57,4.9,0.0
20190126:2206,0.0,0.0,0.0,27.41,5.24,0.0
20190126:2306,0.0,0.0,0.0,27.34,5.24,0.0
20190127:0006,0.0,0.0,0.0,27.34,5.1,0.0
20190127:0106,0.0,0.0,0.0,27.27,4.62,0.0
20190127:0206,0.0,0.0,0.0,27.23,3.93,0.0
20190127:0306,0.0,0.0,0.0,26.92,3.24,0.0
20190127:0406,0.0,0.0,0.0,25.94,2.0,0.0
20190127:0506,0.0,0.0,0.0,25.8,2.14,0.0
20190127:0606,0.0,0.0,0.0,25.79,1.72,0.0
20190127:0706,135.11,194.41,13.8,26.58,2.21,0.0
20190127:0806,346.42,452.37,27.54,27.63,2.97,0.0
20190127:0906,471.29,614.65,40.73,28.61,3.24,0.0
20190127:1006,606.66,806.95,52.71,29.37,2.97,0.0
20190127:1106,678.85,917.28,61.88,29.95,2.9,0.0
20190127:1206,642.05,861.07,64.94,30.31,3.45,0.0
20190127:1306,598.16,792.55,59.94,30.57,4.28,0.0
20190127:1406,586.09,766.35,49.8,29.64,4.62,0.0
20190127:1506,403.16,522.07,37.41,29.19,4.83,0.0
20190127:1606,230.54,306.48,24.04,28.53,4.28,0.0
20190127:1706,64.81,103.85,10.2,28.13,4.07,0.0
20190127:1806,0.0,0.0,0.0,27.66,3.86,0.0
20190127:1906,0.0,0.0,0.0,27.8,3.66,0.0
20190127:2006,0.0,0.0,0.0,27.66,3.72,0.0
20190127:2106,0.0,0.0,0.0,27.51,3.72,0.0
20190127:2206,0.0,0.0,0.0,27.43,3.93,0.0
20190127:2306,0.0,0.0,0.0,27.31,4.28,0.0
20190128:0006,0.0,0.0,0.0,27.28,4.69,0.0
20190128:0106,0.0,0.0,0.0,27.19,4.62,0.0
20190128:0206,0.0,0.0,0.0,27.08,4.28,0.0
20190128:0306,0.0,0.0,0.0,26.98,3.72,0.0
20190128:0406,0.0,0.0,0.0,26.83,3.45,0.0
20190128:0506,0.0,0.0,0.0,26.63,3.45,0.0
20190128:0606,0.0,0.0,0.0,26.41,2.9,0.0
20190128:0706,63.91,98.32,13.8,26.27,3.03,0.0
20190128:0806,179.55,240.76,27.58,26.27,2.55,0.0
20190128:0906,235.58,311.3,40.8,26.19,1.93,0.0
20190128:1006,113.46,159.77,52.83,26.45,1.66,0.0
20190128:1106,67.83,102.57,62.08,26.62,2.34,0.0
20190128:1206,51.58,81.86,65.2,26.65,2.34,0.0
20190128:1306,47.62,76.93,60.18,27.31,2.76,0.0
20190128:1406,422.92,550.45,49.99,27.4,3.17,0.0
20190128:1506,407.8,527.45,37.56,27.86,3.79,0.0
20190128:1606,212.57,283.28,24.16,27.96,4.07,0.0
20190128:1706,79.7,125.33,10.3,27.64,3.31,0.0
20190128:1806,0.0,0.0,0.0,27.46,3.17,0.0
20190128:1906,0.0,0.0,0.0,27.42,3.03,0.0
20190128:2006,0.0,0.0,0.0,27.3,2.76,0.0
20190128:2106,0.0,0.0,0.0,27.27,2.76,0.0
20190128:2206,0.0,0.0,0.0,27.19,2.69,0.0
20190128:2306,0.0,0.0,0.0,27.07,2.62,0.0
20190129:0006,0.0,0.0,0.0,26.97,2.9,0.0
20190129:0106,0.0,0.0,0.0,26.86,2.83,0.0
20190129:0206,0.0,0.0,0.0,26.71,2.55,0.0
20190129:0306,0.0,0.0,0.0,26.24,2.55,0.0
20190129:0406,0.0,0.0,0.0,25.86,2.34,0.0
20190129:0506,0.0,0.0,0.0,25.6,2.21,0.0
20190129:0606,0.0,0.0,0.0,25.67,2.21,0.0
20190129:0706,128.81,185.94,13.81,26.62,2.34,0.0
20190129:0806,315.34,413.12,27.61,27.96,2.97,0.0
20190129:0906,296.36,391.68,40.87,28.39,2.0,0.0
20190129:1006,315.1,416.93,52.96,28.62,2.28,0.0
20190129:1106,637.49,853.0,62.29,28.78,2.83,0.0
20190129:1206,51.05,81.86,65.47,28.71,2.55,0.0
20190129:1306,47.86,77.91,60.43,29.32,2.41,0.0
20190129:1406,57.66,90.73,50.18,29.67,3.03,0.0
20190129:1506,474.85,618.1,37.71,29.42,3.93,0.0
20190129:1606,254.68,337.69,24.28,29.11,4.41,0.0
20190129:1706,46.59,77.66,10.39,28.61,3.93,0.0
20190129:1806,0.0,0.0,0.0,28.03,3.66,0.0
20190129:1906,0.0,0.0,0.0,27.69,2.9,0.0
20190129:2006,0.0,0.0,0.0,27.52,2.97,0.0
20190129:2106,0.0,0.0,0.0,27.54,2.97,0.0
20190129:2206,0.0,0.0,0.0,26.84,2.83,0.0
20190129:2306,0.0,0.0,0.0,26.27,2.76,0.0
20190130:0006,0.0,0.0,0.0,25.7,2.97,0.0
20190130:0106,0.0,0.0,0.0,25.6,1.86,0.0
20190130:0206,0.0,0.0,0.0,25.64,1.86,0.0
20190130:0306,0.0,0.0,0.0,25.48,1.93,0.0
20190130:0406,0.0,0.0,0.0,25.57,2.21,0.0
20190130:0506,0.0,0.0,0.0,25.76,2.48,0.0
20190130:0606,0.0,0.0,0.0,26.11,2.55,0.0
20190130:0706,41.23,68.47,13.82,26.3,1.86,0.0
20190130:0806,79.47,117.36,27.65,26.73,2.0,0.0
20190130:0906,273.64,360.18,40.95,27.03,2.07,0.0
20190130:1006,529.42,704.38,53.1,27.58,1.66,0.0
20190130:1106,673.33,920.06,62.51,28.45,1.66,0.0
20190130:1206,696.06,950.97,65.74,29.17,2.14,0.0
20190130:1306,692.78,939.75,60.68,29.39,2.48,0.0
20190130:1406,605.1,805.9,50.38,29.64,2.83,0.0
20190130:1506,456.42,596.89,37.86,29.46,3.24,0.0
20190130:1606,296.4,392.87,24.4,29.05,3.17,0.0
20190130:1706,83.3,130.63,10.49,28.52,3.03,0.0
20190130:1806,0.0,0.0,0.0,27.98,2.55,0.0
20190130:1906,0.0,0.0,0.0,27.59,2.48,0.0
20190130:2006,0.0,0.0,0.0,27.37,2.41,0.0
20190130:2106,0.0,0.0,0.0,27.28,2.28,0.0
20190130:2206,0.0,0.0,0.0,27.26,2.41,0.0
20190130:2306,0.0,0.0,0.0,27.24,2.41,0.0
20190131:0006,0.0,0.0,0.0,27.12,2.41,0.0
20190131:0106,0.0,0.0,0.0,27.03,2.41,0.0
20190131:0206,0.0,0.0,0.0,26.97,2.34,0.0
20190131:0306,0.0,0.0,0.0,26.91,2.14,0.0
20190131:0406,0.0,0.0,0.0,26.79,2.0,0.0
20190131:0506,0.0,0.0,0.0,26.62,1.86,0.0
20190131:0606,0.0,0.0,0.0,26.37,1.52,0.0
20190131:0706,102.68,150.91,13.83,26.42,0.69,0.0
20190131:0806,252.28,337.15,27.69,27.71,0.69,0.0
20190131:0906,474.6,636.5,41.03,28.58,0.76,0.0
20190131:1006,600.79,824.53,53.24,29.25,0.9,0.0
20190131:1106,697.8,983.17,62.73,29.56,0.83,0.0
20190131:1206,709.3,1014.93,66.02,30.11,0.55,0.0
20190131:1306,672.87,952.07,60.92,30.68,0.69,0.0
20190131:1406,606.76,831.48,50.57,30.97,1.45,0.0
20190131:1506,477.12,632.71,38.01,30.93,2.62,0.0
20190131:1606,288.27,383.7,24.52,30.13,3.52,0.0
20190131:1706,80.73,127.5,10.58,29.47,3.59,0.0
20190131:1806,0.0,0.0,0.0,28.63,3.1,0.0
20190131:1906,0.0,0.0,0.0,28.22,3.79,0.0
20190131:2006,0.0,0.0,0.0,27.98,3.79,0.0
20190131:2106,0.0,0.0,0.0,27.78,3.66,0.0
20190131:2206,0.0,0.0,0.0,27.65,3.66,0.0
20190131:2306,0.0,0.0,0.0,27.48,3.59,0.0
20190201:0006,0.0,0.0,0.0,27.29,3.52,0.0
20190201:0106,0.0,0.0,0.0,27.1,3.45,0.0
20190201:0206,0.0,0.0,0.0,26.97,3.52,0.0
20190201:0306,0.0,0.0,0.0,26.88,3.45,0.0
20190201:0406,0.0,0.0,0.0,26.88,3.17,0.0
20190201:0506,0.0,0.0,0.0,26.91,2.9,0.0
20190201:0606,0.0,0.0,0.0,26.86,2.62,0.0
20190201:0706,117.6,171.05,13.85,26.95,2.34,0.0
20190201:0806,302.55,397.21,27.74,27.68,2.55,0.0
20190201:0906,301.19,396.63,41.11,28.17,2.34,0.0
20190201:1006,308.63,409.11,53.38,28.88,2.28,0.0
20190201:1106,469.09,626.35,62.95,29.68,2.21,0.0
20190201:1206,696.48,944.26,66.31,29.7,2.83,0.0
20190201:1306,660.73,883.88,61.18,29.68,3.38,0.0
20190201:1406,567.33,741.35,50.76,27.83,3.52,0.0
20190201:1506,484.05,625.05,38.16,27.35,3.66,0.0
20190201:1606,285.91,375.82,24.63,27.26,3.24,0.0
20190201:1706,76.69,120.33,10.67,27.43,3.03,0.0
20190201:1806,0.0,0.0,0.0,27.47,3.1,0.0
20190201:1906,0.0,0.0,0.0,27.54,3.79,0.0
20190201:2006,0.0,0.0,0.0,27.4,3.79,0.0
20190201:2106,0.0,0.0,0.0,27.3,4.21,0.0
20190201:2206,0.0,0.0,0.0,27.21,4.41,0.0
20190201:2306,0.0,0.0,0.0,27.07,4.41,0.0
20190202:0006,0.0,0.0,0.0,26.98,4.34,0.0
20190202:0106,0.0,0.0,0.0,26.92,4.41,0.0
20190202:0206,0.0,0.0,0.0,26.84,4.21,0.0
20190202:0306,0.0,0.0,0.0,26.61,3.79,0.0
20190202:0406,0.0,0.0,0.0,26.47,3.66,0.0
20190202:0506,0.0,0.0,0.0,25.83,3.24,0.0
20190202:0606,0.0,0.0,0.0,25.52,2.76,0.0
20190202:0706,94.81,139.41,13.87,25.79,2.0,0.0
20190202:0806,141.37,193.89,27.79,26.1,1.93,0.0
20190202:0906,222.14,295.09,41.2,26.32,1.66,0.0
20190202:1006,283.15,374.28,53.52,27.0,1.66,0.0
20190202:1106,396.69,523.61,63.18,27.37,1.86,0.0
20190202:1206,458.15,607.76,66.6,27.23,1.66,0.0
20190202:1306,48.21,77.91,61.43,27.66,1.38,0.0
20190202:1406,92.27,134.13,50.95,28.2,2.55,0.0
20190202:1506,135.25,187.56,38.31,28.17,3.24,0.0
20190202:1606,208.65,278.54,24.75,27.51,3.1,0.0
20190202:1706,57.34,92.38,10.75,27.4,2.97,0.0
20190202:1806,0.0,0.0,0.0,27.04,2.97,0.0
20190202:1906,0.0,0.0,0.0,26.81,2.76,0.0
20190202:2006,0.0,0.0,0.0,26.75,2.76,0.0
20190202:2106,0.0,0.0,0.0,26.77,2.55,0.0
20190202:2206,0.0,0.0,0.0,26.69,2.69,0.0
20190202:2306,0.0,0.0,0.0,26.7,2.83,0.0
20190203:0006,0.0,0.0,0.0,26.54,2.69,0.0
20190203:0106,0.0,0.0,0.0,26.47,2.41,0.0
20190203:0206,0.0,0.0,0.0,26.45,2.28,0.0
20190203:0306,0.0,0.0,0.0,26.33,2.34,0.0
20190203:0406,0.0,0.0,0.0,26.16,2.34,0.0
20190203:0506,0.0,0.0,0.0,25.66,2.14,0.0
20190203:0606,0.0,0.0,0.0,25.47,2.07,0.0
20190203:0706,121.82,176.31,13.89,25.85,1.93,0.0
20190203:0806,291.2,382.06,27.84,26.63,2.0,0.0
20190203:0906,488.77,640.6,41.3,27.85,2.34,0.0
20190203:1006,532.33,705.15,53.68,28.72,2.55,0.0
20190203:1106,576.9,776.74,63.42,29.52,2.21,0.0
20190203:1206,453.69,604.98,66.89,30.05,2.55,0.0
20190203:1306,636.55,853.51,61.68,30.49,3.38,0.0
20190203:1406,630.87,830.6,51.14,29.54,4.14,0.0
20190203:1506,488.83,635.87,38.45,28.44,3.45,0.0
20190203:1606,293.14,386.56,24.86,28.46,3.66,0.0
20190203:1706,80.79,126.62,10.84,28.39,3.52,0.0
20190203:1806,0.0,0.0,0.0,28.01,3.59,0.0
20190203:1906,0.0,0.0,0.0,27.65,3.24,0.0
20190203:2006,0.0,0.0,0.0,27.39,3.31,0.0
20190203:2106,0.0,0.0,0.0,27.25,3.24,0.0
20190203:2206,0.0,0.0,0.0,27.16,3.31,0.0
20190203:2306,0.0,0.0,0.0,27.04,3.38,0.0
20190204:0006,0.0,0.0,0.0,27.0,3.38,0.0
20190204:0106,0.0,0.0,0.0,26.97,3.03,0.0
20190204:0206,0.0,0.0,0.0,26.93,2.62,0.0
20190204:0306,0.0,0.0,0.0,26.85,2.28,0.0
20190204:0406,0.0,0.0,0.0,26.73,2.28,0.0
20190204:0506,0.0,0.0,0.0,26.65,2.21,0.0
20190204:0606,0.0,0.0,0.0,26.51,2.14,0.0
20190204:0706,126.24,182.9,13.92,26.91,2.76,0.0
20190204:0806,321.08,418.34,27.9,27.67,3.79,0.0
20190204:0906,453.37,589.12,41.39,28.64,3.79,0.0
20190204:1006,534.98,703.98,53.83,29.53,3.72,0.0
20190204:1106,616.54,821.86,63.66,30.09,3.66,0.0
20190204:1206,536.5,712.08,67.19,30.47,3.86,0.0
20190204:1306,616.52,817.4,61.94,29.34,3.72,0.0
20190204:1406,634.22,834.9,51.33,29.56,4.21,0.0
20190204:1506,497.64,647.69,38.59,29.74,4.34,0.0
20190204:1606,293.46,387.9,24.97,29.43,4.21,0.0
20190204:1706,82.12,128.71,10.92,29.0,3.93,0.0
20190204:1806,0.0,0.0,0.0,28.43,3.66,0.0
20190204:1906,0.0,0.0,0.0,27.86,3.79,0.0
20190204:2006,0.0,0.0,0.0,27.67,4.69,0.0
20190204:2106,0.0,0.0,0.0,27.09,5.72,0.0
20190204:2206,0.0,0.0,0.0,26.91,6.07,0.0
20190204:2306,0.0,0.0,0.0,26.83,6.07,0.0
20190205:0006,0.0,0.0,0.0,26.93,5.72,0.0
20190205:0106,0.0,0.0,0.0,27.01,4.97,0.0
20190205:0206,0.0,0.0,0.0,27.0,3.93,0.0
20190205:0306,0.0,0.0,0.0,26.96,3.31,0.0
20190205:0406,0.0,0.0,0.0,26.83,3.03,0.0
20190205:0506,0.0,0.0,0.0,26.67,3.03,0.0
20190205:0606,0.0,0.0,0.0,26.62,3.03,0.0
20190205:0706,130.87,189.38,13.95,26.87,2.41,0.0
20190205:0806,332.73,434.6,27.96,27.54,3.03,0.0
20190205:0906,458.77,599.27,41.49,28.45,2.97,0.0
20190205:1006,569.62,758.33,53.99,29.23,2.62,0.0
20190205:1106,575.66,772.04,63.9,30.03,2.76,0.0
20190205:1206,642.95,864.84,67.49,30.08,3.17,0.0
20190205:1306,684.21,918.61,62.19,30.3,3.59,0.0
20190205:1406,604.9,798.96,51.52,30.35,4.07,0.0
20190205:1506,495.62,643.73,38.73,29.93,4.83,0.0
20190205:1606,162.29,221.72,25.07,29.4,4.83,0.0
20190205:1706,71.51,112.83,11.0,28.76,4.34,0.0
20190205:1806,0.0,0.0,0.0,28.17,3.93,0.0
20190205:1906,0.0,0.0,0.0,27.79,4.0,0.0
20190205:2006,0.0,0.0,0.0,27.53,4.21,0.0
20190205:2106,0.0,0.0,0.0,27.36,4.41,0.0
20190205:2206,0.0,0.0,0.0,27.19,4.62,0.0
20190205:2306,0.0,0.0,0.0,27.09,4.76,0.0
20190206:0006,0.0,0.0,0.0,27.03,4.55,0.0
20190206:0106,0.0,0.0,0.0,26.94,3.86,0.0
20190206:0206,0.0,0.0,0.0,26.86,3.1,0.0
20190206:0306,0.0,0.0,0.0,26.67,2.62,0.0
20190206:0406,0.0,0.0,0.0,26.32,2.48,0.0
20190206:0506,0.0,0.0,0.0,26.26,2.55,0.0
20190206:0606,0.0,0.0,0.0,26.14,2.55,0.0
20190206:0706,135.76,196.11,13.99,26.81,2.55,0.0
20190206:0806,335.92,438.95,28.02,27.57,2.97,0.0
20190206:0906,336.11,439.44,41.59,28.19,3.1,0.0
20190206:1006,283.17,374.91,54.15,28.83,2.97,0.0
20190206:1106,611.03,817.55,64.15,29.3,2.9,0.0
20190206:1206,630.36,846.08,67.8,29.91,3.17,0.0
20190206:1306,663.02,888.91,62.45,30.27,3.52,0.0
20190206:1406,639.78,847.1,51.71,30.03,3.93,0.0
20190206:1506,496.32,646.21,38.87,30.09,4.55,0.0
20190206:1606,308.38,406.28,25.18,29.45,4.76,0.0
20190206:1706,86.23,134.32,11.08,28.96,4.28,0.0
20190206:1806,0.0,0.0,0.0,28.4,3.93,0.0
20190206:1906,0.0,0.0,0.0,28.0,3.38,0.0
20190206:2006,0.0,0.0,0.0,27.8,3.38,0.0
20190206:2106,0.0,0.0,0.0,27.61,3.59,0.0
20190206:2206,0.0,0.0,0.0,27.51,3.86,0.0
